富,富,,,0
斧,斧,,,0
俯,俯,,,0
幅,幅,,,0
腹,腹,,,0
蝠,蝠,,,0
扶,扶,,,0
符,符,,,0
父,父,,,0
覆,覆,,,0
夫,夫,,,0
傅,傅,,,0
敷,敷,,,0
袱,袱,,,0
,,,1,Frequency header
甫,甫,,,0
脯,脯,,,0
拂,拂,,,0
芙,芙,,,0
,,,0,Frequency header
馥,馥,,,0
怫,怫,,,0
蚨,蚨,,,0
腑,腑,,,0
釜,釜,,,0
涪,涪,,,0
孚,孚,,,0
趺,趺,,,0
艴,艴,,,0
桴,桴,,,0
阜,阜,,,0
黼,黼,,,0
幞,幞,,,0
匐,匐,,,0
弗,弗,,,0
跗,跗,,,0
簠,簠,,,0
莩,莩,,,0
茀,茀,,,0
呋,呋,,,0
洑,洑,,,0
拊,拊,,,0
罘,罘,,,0
莆,莆,,,0
祓,祓,,,0
茯,茯,,,0
滏,滏,,,0
苻,苻,,,0
菔,菔,,,0
黻,黻,,,0
稃,稃,,,0
氟,氟,,,0
蜉,蜉,,,0
蝮,蝮,,,0
郛,郛,,,0
,,ga,,Pinyin header
,,,0,Frequency header
嘎,嘎,,,0
尜,尜,,,0
尕,尕,,,0
尬,尬,,,0
,,gai,,Pinyin header
,,,2,Frequency header
溉,溉,,,0
改,改,,,0
概,概,,,0
丐,丐,,,0
,,,0,Frequency header
垓,垓,,,0
陔,陔,,,0
,,gan,,Pinyin header
,,,2,Frequency header
敢,敢,,,0
橄,橄,,,0
竿,竿,,,0
感,感,,,0
甘,甘,,,0
杆,杆,,,0
干,干,,,0
乾,乾,,,0
,,,1,Frequency header
肝,肝,,,0
柑,柑,,,0
,,,0,Frequency header
疳,疳,,,0
旰,旰,,,0
淦,淦,,,0
澉,澉,,,0
玕,玕,,,0
擀,擀,,,0
泔,泔,,,0
坩,坩,,,0
苷,苷,,,0
矸,矸,,,0
,,gang,,Pinyin header
,,,2,Frequency header
肛,肛,,,0
港,港,,,0
缸,缸,,,0
,,,0,Frequency header
筻,筻,,,0
罡,罡,,,0
,,gao,,Pinyin header
,,,2,Frequency header
膏,膏,,,0
糕,糕,,,0
稿,稿,,,0
告,告,,,0
高,高,,,0
搞,搞,,,0
羔,羔,,,0
,,,1,Frequency header
篙,篙,,,0
,,,0,Frequency header
藁,藁,,,0
槔,槔,,,0
杲,杲,,,0
郜,郜,,,0
槁,槁,,,0
皋,皋,,,0
,,ge,,Pinyin header
,,,2,Frequency header
割,割,,,0
葛,葛,,,0
革,革,,,0
格,格,,,0
戈,戈,,,0
胳,胳,,,0
歌,歌,,,0
哥,哥,,,0
骼,骼,,,0
隔,隔,,,0
各,各,,,0
,,,1,Frequency header
疙,疙,,,0
,,,0,Frequency header
